"","Country","Hotels","Date","Continent"
"4806","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-22,NA
"4807","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-23,NA
"4808","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-27,NA
"4809","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-29,NA
"4810","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-30,NA
"4811","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-12,NA
"4812","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-13,NA
"4813","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-19,NA
"4814","Equatorial Guinea (Eq. Guinea) hotels & other accommodations",8,2017-06-14,NA
"4815","Estonia",2545,2017-03-20,"Europe"
"4816","Estonia",2694,2017-05-23,"Europe"
"4817","Estonia",2589,2017-04-20,"Europe"
"4818","Estonia",2711,2017-05-25,"Europe"
"4819","Estonia",2614,2017-04-28,"Europe"
"4820","Estonia",2649,2017-05-11,"Europe"
"4821","Estonia",2613,2017-05-03,"Europe"
"4822","Estonia",2729,2017-05-31,"Europe"
"4823","Estonia",2631,2017-05-08,"Europe"
"4824","Estonia",2560,2017-04-06,"Europe"
"4825","Estonia",2606,2017-04-26,"Europe"
"4826","Estonia",2668,2017-05-18,"Europe"
"4827","Estonia",2577,2017-04-12,"Europe"
"4828","Estonia",2580,2017-04-18,"Europe"
"4829","Estonia",2544,2017-03-22,"Europe"
"4830","Estonia",2612,2017-05-02,"Europe"
"4831","Estonia",2611,2017-05-01,"Europe"
"4832","Estonia",2603,2017-04-27,"Europe"
"4833","Estonia",2614,2017-05-04,"Europe"
"4834","Estonia",2560,2017-04-05,"Europe"
"4835","Estonia",2649,2017-05-13,"Europe"
"4836","Estonia",2546,2017-03-27,"Europe"
"4837","Estonia",2749,2017-06-07,"Europe"
"4838","Estonia",2547,2017-03-29,"Europe"
"4839","Estonia",2749,2017-06-10,"Europe"
"4840","Estonia",2589,2017-04-21,"Europe"
"4841","Estonia",2543,2017-03-23,"Europe"
"4842","Estonia",2555,2017-04-01,"Europe"
"4843","Estonia",2542,2017-03-25,"Europe"
"4844","Estonia",2749,2017-06-09,"Europe"
"4845","Estonia",2718,2017-05-30,"Europe"
"4846","Estonia",2716,2017-05-28,"Europe"
"4847","Estonia",2552,2017-03-30,"Europe"
"4848","Estonia",2542,2017-03-24,"Europe"
"4849","Estonia",2576,2017-04-14,"Europe"
"4850","Estonia",2633,2017-05-09,"Europe"
"4851","Estonia",2598,2017-04-24,"Europe"
"4852","Estonia",2560,2017-04-07,"Europe"
"4853","Estonia",2663,2017-05-16,"Europe"
"4854","Estonia",2557,2017-04-10,"Europe"
"4855","Estonia",2586,2017-04-19,"Europe"
"4856","Estonia",2710,2017-05-26,"Europe"
"4857","Estonia",2656,2017-05-14,"Europe"
"4858","Estonia",2701,2017-05-24,"Europe"
"4859","Estonia",2559,2017-04-11,"Europe"
"4860","Estonia",2676,2017-05-19,"Europe"
"4861","Estonia",2749,2017-06-05,"Europe"
"4862","Estonia",2558,2017-04-04,"Europe"
"4863","Estonia",2733,2017-06-01,"Europe"
"4864","Estonia",2749,2017-06-08,"Europe"
"4865","Estonia",2670,2017-05-17,"Europe"
"4866","Estonia",2580,2017-04-15,"Europe"
"4867","Estonia",2621,2017-05-05,"Europe"
"4868","Estonia",2599,2017-04-25,"Europe"
"4869","Estonia",2577,2017-04-13,"Europe"
"4870","Estonia",2647,2017-05-12,"Europe"
"4871","Estonia",2733,2017-06-02,"Europe"
"4872","Estonia",2694,2017-05-22,"Europe"
"4873","Estonia",2749,2017-06-06,"Europe"
"4874","Estonia",2546,2017-03-28,"Europe"
"4875","Estonia",2658,2017-05-15,"Europe"
"4876","Estonia",2633,2017-05-10,"Europe"
"4877","Estonia",2557,2017-04-03,"Europe"
"4878","Estonia",2556,2017-03-31,"Europe"
"4879","Estonia",2543,2017-03-21,"Europe"
"4880","Estonia",2582,2017-04-17,"Europe"
"4881","Estonia & other accommodations",2823,2017-06-16,NA
"4882","Estonia & other accommodations",2856,2017-06-19,NA
"4883","Estonia & other accommodations",2861,2017-06-20,NA
"4884","Estonia & other accommodations",2868,2017-06-21,NA
"4885","Estonia & other accommodations",2871,2017-06-22,NA
"4886","Estonia & other accommodations",2873,2017-06-23,NA
"4887","Estonia & other accommodations",2886,2017-06-27,NA
"4888","Estonia & other accommodations",2900,2017-06-29,NA
"4889","Estonia & other accommodations",2897,2017-06-30,NA
"4890","Estonia & other accommodations",2930,2017-07-05,NA
"4891","Estonia & other accommodations",2940,2017-07-06,NA
"4892","Estonia & other accommodations",2949,2017-07-07,NA
"4893","Estonia & other accommodations",2974,2017-07-12,NA
"4894","Estonia & other accommodations",2804,2017-06-12,NA
"4895","Estonia & other accommodations",2802,2017-06-13,NA
"4896","Estonia & other accommodations",2802,2017-06-14,NA
"4897","Estonia & other accommodations",2821,2017-06-15,NA
"4898","Estonia & other accommodations",3003,2017-07-19,NA
"4899","Estonia & other accommodations",3015,2017-07-20,NA
"4900","Estonia & other accommodations",3016,2017-07-21,NA
"4901","Estonia & other accommodations",2861,2017-07-15,NA
"4902","Estonia & other accommodations",3005,2017-07-17,NA
"4903","Estonia & other accommodations",3005,2017-07-18,NA
"4904","Estonia & other accommodations",2974,2017-07-13,NA
"4905","Ethiopia",467,2017-05-22,"Africa"
"4906","Ethiopia",463,2017-05-15,"Africa"
"4907","Ethiopia",477,2017-05-30,"Africa"
"4908","Ethiopia",460,2017-05-11,"Africa"
"4909","Ethiopia",461,2017-05-16,"Africa"
"4910","Ethiopia",421,2017-04-10,"Africa"
"4911","Ethiopia",469,2017-05-26,"Africa"
"4912","Ethiopia",477,2017-05-28,"Africa"
"4913","Ethiopia",463,2017-05-17,"Africa"
"4914","Ethiopia",435,2017-04-24,"Africa"
"4915","Ethiopia",486,2017-06-02,"Africa"
"4916","Ethiopia",415,2017-04-01,"Africa"
"4917","Ethiopia",451,2017-05-04,"Africa"
"4918","Ethiopia",485,2017-05-31,"Africa"
"4919","Ethiopia",410,2017-03-30,"Africa"
"4920","Ethiopia",486,2017-06-06,"Africa"
"4921","Ethiopia",420,2017-04-05,"Africa"
"4922","Ethiopia",432,2017-04-20,"Africa"
"4923","Ethiopia",456,2017-05-08,"Africa"
"4924","Ethiopia",430,2017-04-18,"Africa"
"4925","Ethiopia",419,2017-04-06,"Africa"
"4926","Ethiopia",468,2017-05-25,"Africa"
"4927","Ethiopia",486,2017-06-09,"Africa"
"4928","Ethiopia",424,2017-04-13,"Africa"
"4929","Ethiopia",404,2017-03-27,"Africa"
"4930","Ethiopia",414,2017-03-31,"Africa"
"4931","Ethiopia",486,2017-06-07,"Africa"
"4932","Ethiopia",486,2017-06-01,"Africa"
"4933","Ethiopia",423,2017-04-12,"Africa"
"4934","Ethiopia",441,2017-04-27,"Africa"
"4935","Ethiopia",419,2017-04-03,"Africa"
"4936","Ethiopia",460,2017-05-12,"Africa"
"4937","Ethiopia",426,2017-04-14,"Africa"
"4938","Ethiopia",404,2017-03-25,"Africa"
"4939","Ethiopia",466,2017-05-19,"Africa"
"4940","Ethiopia",449,2017-05-01,"Africa"
"4941","Ethiopia",433,2017-04-19,"Africa"
"4942","Ethiopia",391,2017-03-21,"Africa"
"4943","Ethiopia",445,2017-04-28,"Africa"
"4944","Ethiopia",461,2017-05-13,"Africa"
"4945","Ethiopia",431,2017-04-15,"Africa"
"4946","Ethiopia",463,2017-05-18,"Africa"
"4947","Ethiopia",419,2017-04-04,"Africa"
"4948","Ethiopia",467,2017-05-24,"Africa"
"4949","Ethiopia",456,2017-05-09,"Africa"
"4950","Ethiopia",430,2017-04-17,"Africa"
"4951","Ethiopia",420,2017-04-11,"Africa"
"4952","Ethiopia",391,2017-03-20,"Africa"
"4953","Ethiopia",391,2017-03-23,"Africa"
"4954","Ethiopia",448,2017-05-02,"Africa"
"4955","Ethiopia",419,2017-04-07,"Africa"
"4956","Ethiopia",467,2017-05-23,"Africa"
"4957","Ethiopia",441,2017-04-26,"Africa"
"4958","Ethiopia",409,2017-03-29,"Africa"
"4959","Ethiopia",459,2017-05-14,"Africa"
"4960","Ethiopia",391,2017-03-22,"Africa"
"4961","Ethiopia",435,2017-04-25,"Africa"
"4962","Ethiopia",456,2017-05-10,"Africa"
"4963","Ethiopia",486,2017-06-05,"Africa"
"4964","Ethiopia",404,2017-03-24,"Africa"
"4965","Ethiopia",452,2017-05-05,"Africa"
"4966","Ethiopia",404,2017-03-28,"Africa"
"4967","Ethiopia",451,2017-05-03,"Africa"
"4968","Ethiopia",486,2017-06-08,"Africa"
"4969","Ethiopia",486,2017-06-10,"Africa"
"4970","Ethiopia",432,2017-04-21,"Africa"
"4971","Ethiopia & other accommodations",502,2017-06-16,NA
"4972","Ethiopia & other accommodations",504,2017-06-19,NA
"4973","Ethiopia & other accommodations",504,2017-06-20,NA
"4974","Ethiopia & other accommodations",507,2017-06-21,NA
"4975","Ethiopia & other accommodations",506,2017-06-22,NA
"4976","Ethiopia & other accommodations",509,2017-06-23,NA
"4977","Ethiopia & other accommodations",511,2017-06-27,NA
"4978","Ethiopia & other accommodations",517,2017-06-29,NA
"4979","Ethiopia & other accommodations",515,2017-06-30,NA
"4980","Ethiopia & other accommodations",518,2017-07-05,NA
"4981","Ethiopia & other accommodations",521,2017-07-06,NA
"4982","Ethiopia & other accommodations",520,2017-07-07,NA
"4983","Ethiopia & other accommodations",521,2017-07-12,NA
"4984","Ethiopia & other accommodations",497,2017-06-12,NA
"4985","Ethiopia & other accommodations",497,2017-06-13,NA
"4986","Ethiopia & other accommodations",497,2017-06-14,NA
"4987","Ethiopia & other accommodations",498,2017-06-15,NA
"4988","Ethiopia & other accommodations",523,2017-07-19,NA
"4989","Ethiopia & other accommodations",525,2017-07-20,NA
"4990","Ethiopia & other accommodations",525,2017-07-21,NA
"4991","Ethiopia & other accommodations",522,2017-07-15,NA
"4992","Ethiopia & other accommodations",523,2017-07-17,NA
"4993","Ethiopia & other accommodations",523,2017-07-18,NA
"4994","Ethiopia & other accommodations",521,2017-07-13,NA
"4995","Faroe Islands",36,2017-05-12,"Europe"
"4996","Faroe Islands",36,2017-05-30,"Europe"
"4997","Faroe Islands",36,2017-06-06,"Europe"
"4998","Faroe Islands",33,2017-03-28,"Europe"
"4999","Faroe Islands",34,2017-04-20,"Europe"
"5000","Faroe Islands",34,2017-04-19,"Europe"
"5001","Faroe Islands",36,2017-05-04,"Europe"
"5002","Faroe Islands",34,2017-04-06,"Europe"
"5003","Faroe Islands",34,2017-04-25,"Europe"
"5004","Faroe Islands",34,2017-04-11,"Europe"
"5005","Faroe Islands",36,2017-05-15,"Europe"
"5006","Faroe Islands",36,2017-05-02,"Europe"
"5007","Faroe Islands",36,2017-05-13,"Europe"
"5008","Faroe Islands",36,2017-06-01,"Europe"
"5009","Faroe Islands",34,2017-04-03,"Europe"
"5010","Faroe Islands",36,2017-05-05,"Europe"
"5011","Faroe Islands",34,2017-04-12,"Europe"
"5012","Faroe Islands",34,2017-04-21,"Europe"
"5013","Faroe Islands",34,2017-04-07,"Europe"
"5014","Faroe Islands",36,2017-05-23,"Europe"
"5015","Faroe Islands",36,2017-05-17,"Europe"
"5016","Faroe Islands",34,2017-04-18,"Europe"
"5017","Faroe Islands",36,2017-05-18,"Europe"
"5018","Faroe Islands",33,2017-03-31,"Europe"
"5019","Faroe Islands",34,2017-04-15,"Europe"
"5020","Faroe Islands",33,2017-04-01,"Europe"
"5021","Faroe Islands",33,2017-03-29,"Europe"
"5022","Faroe Islands",35,2017-04-26,"Europe"
"5023","Faroe Islands",34,2017-04-13,"Europe"
"5024","Faroe Islands",36,2017-05-31,"Europe"
"5025","Faroe Islands",36,2017-05-01,"Europe"
"5026","Faroe Islands",36,2017-06-08,"Europe"
"5027","Faroe Islands",36,2017-06-10,"Europe"
"5028","Faroe Islands",33,2017-03-22,"Europe"
"5029","Faroe Islands",36,2017-05-28,"Europe"
"5030","Faroe Islands",36,2017-05-26,"Europe"
"5031","Faroe Islands",36,2017-05-08,"Europe"
"5032","Faroe Islands",33,2017-03-23,"Europe"
"5033","Faroe Islands",33,2017-03-27,"Europe"
"5034","Faroe Islands",36,2017-05-16,"Europe"
"5035","Faroe Islands",33,2017-03-25,"Europe"
"5036","Faroe Islands",36,2017-06-05,"Europe"
"5037","Faroe Islands",36,2017-05-14,"Europe"
"5038","Faroe Islands",34,2017-04-04,"Europe"
"5039","Faroe Islands",34,2017-04-10,"Europe"
"5040","Faroe Islands",33,2017-03-24,"Europe"
"5041","Faroe Islands",33,2017-03-20,"Europe"
"5042","Faroe Islands",34,2017-04-14,"Europe"
"5043","Faroe Islands",36,2017-06-09,"Europe"
"5044","Faroe Islands",35,2017-04-27,"Europe"
"5045","Faroe Islands",34,2017-04-05,"Europe"
"5046","Faroe Islands",36,2017-05-03,"Europe"
"5047","Faroe Islands",34,2017-04-24,"Europe"
"5048","Faroe Islands",36,2017-06-02,"Europe"
"5049","Faroe Islands",33,2017-03-21,"Europe"
"5050","Faroe Islands",36,2017-05-11,"Europe"
"5051","Faroe Islands",36,2017-05-19,"Europe"
"5052","Faroe Islands",36,2017-05-09,"Europe"
"5053","Faroe Islands",36,2017-05-22,"Europe"
"5054","Faroe Islands",36,2017-06-07,"Europe"
"5055","Faroe Islands",36,2017-05-10,"Europe"
"5056","Faroe Islands",36,2017-04-28,"Europe"
"5057","Faroe Islands",33,2017-03-30,"Europe"
"5058","Faroe Islands",36,2017-05-24,"Europe"
"5059","Faroe Islands",36,2017-05-25,"Europe"
"5060","Faroe Islands",34,2017-04-17,"Europe"
"5061","Faroe Islands & other accommodations",36,2017-06-16,NA
"5062","Faroe Islands & other accommodations",36,2017-06-20,NA
"5063","Faroe Islands & other accommodations",36,2017-06-21,NA
"5064","Faroe Islands & other accommodations",36,2017-06-23,NA
"5065","Faroe Islands & other accommodations",36,2017-06-27,NA
"5066","Faroe Islands & other accommodations",36,2017-06-29,NA
"5067","Faroe Islands & other accommodations",36,2017-06-30,NA
"5068","Faroe Islands & other accommodations",36,2017-07-05,NA
"5069","Faroe Islands & other accommodations",36,2017-07-06,NA
"5070","Faroe Islands & other accommodations",36,2017-07-07,NA
"5071","Faroe Islands & other accommodations",38,2017-07-12,NA
"5072","Faroe Islands & other accommodations",36,2017-06-12,NA
"5073","Faroe Islands & other accommodations",36,2017-06-13,NA
"5074","Faroe Islands & other accommodations",36,2017-06-15,NA
"5075","Faroe Islands & other accommodations",38,2017-07-19,NA
"5076","Faroe Islands & other accommodations",39,2017-07-20,NA
"5077","Faroe Islands & other accommodations",36,2017-06-19,NA
"5078","Faroe Islands & other accommodations",34,2017-07-15,NA
"5079","Faroe Islands & other accommodations",38,2017-07-17,NA
"5080","Faroe Islands & other accommodations",36,2017-06-14,NA
"5081","Faroe Islands & other accommodations",36,2017-06-22,NA
"5082","Faroe Islands & other accommodations",38,2017-07-18,NA
"5083","Faroe Islands & other accommodations",38,2017-07-13,NA
"5084","Faroe Islands & other accommodations",39,2017-07-21,NA
"5085","Fiji",219,2017-05-12,"Oceania"
"5086","Fiji",219,2017-05-11,"Oceania"
"5087","Fiji",215,2017-05-02,"Oceania"
"5088","Fiji",211,2017-04-10,"Oceania"
"5089","Fiji",220,2017-05-25,"Oceania"
"5090","Fiji",222,2017-06-08,"Oceania"
"5091","Fiji",219,2017-05-16,"Oceania"
"5092","Fiji",211,2017-04-05,"Oceania"
"5093","Fiji",211,2017-03-29,"Oceania"
"5094","Fiji",220,2017-05-18,"Oceania"
"5095","Fiji",210,2017-04-07,"Oceania"
"5096","Fiji",211,2017-04-11,"Oceania"
"5097","Fiji",220,2017-05-30,"Oceania"
"5098","Fiji",215,2017-04-28,"Oceania"
"5099","Fiji",216,2017-04-27,"Oceania"
"5100","Fiji",211,2017-03-27,"Oceania"
"5101","Fiji",217,2017-05-03,"Oceania"
"5102","Fiji",212,2017-03-21,"Oceania"
"5103","Fiji",215,2017-04-26,"Oceania"
"5104","Fiji",215,2017-04-24,"Oceania"
"5105","Fiji",219,2017-05-14,"Oceania"
"5106","Fiji",212,2017-03-20,"Oceania"
"5107","Fiji",216,2017-05-08,"Oceania"
"5108","Fiji",212,2017-04-18,"Oceania"
"5109","Fiji",220,2017-05-26,"Oceania"
"5110","Fiji",210,2017-04-03,"Oceania"
"5111","Fiji",222,2017-06-09,"Oceania"
"5112","Fiji",210,2017-04-04,"Oceania"
"5113","Fiji",211,2017-04-13,"Oceania"
"5114","Fiji",220,2017-06-01,"Oceania"
"5115","Fiji",220,2017-05-17,"Oceania"
"5116","Fiji",214,2017-04-21,"Oceania"
"5117","Fiji",217,2017-05-10,"Oceania"
"5118","Fiji",211,2017-03-28,"Oceania"
"5119","Fiji",215,2017-04-25,"Oceania"
"5120","Fiji",213,2017-04-20,"Oceania"
"5121","Fiji",222,2017-06-07,"Oceania"
"5122","Fiji",212,2017-03-31,"Oceania"
"5123","Fiji",212,2017-04-15,"Oceania"
"5124","Fiji",220,2017-05-24,"Oceania"
"5125","Fiji",220,2017-06-02,"Oceania"
"5126","Fiji",212,2017-03-22,"Oceania"
"5127","Fiji",221,2017-05-31,"Oceania"
"5128","Fiji",220,2017-05-28,"Oceania"
"5129","Fiji",212,2017-03-23,"Oceania"
"5130","Fiji",219,2017-05-13,"Oceania"
"5131","Fiji",220,2017-05-19,"Oceania"
"5132","Fiji",212,2017-04-12,"Oceania"
"5133","Fiji",219,2017-05-15,"Oceania"
"5134","Fiji",212,2017-04-19,"Oceania"
"5135","Fiji",211,2017-04-14,"Oceania"
"5136","Fiji",210,2017-04-01,"Oceania"
"5137","Fiji",210,2017-04-06,"Oceania"
"5138","Fiji",212,2017-03-25,"Oceania"
"5139","Fiji",222,2017-06-06,"Oceania"
"5140","Fiji",216,2017-05-05,"Oceania"
"5141","Fiji",216,2017-05-04,"Oceania"
"5142","Fiji",220,2017-05-22,"Oceania"
"5143","Fiji",212,2017-03-24,"Oceania"
"5144","Fiji",211,2017-03-30,"Oceania"
"5145","Fiji",216,2017-05-09,"Oceania"
"5146","Fiji",222,2017-06-10,"Oceania"
"5147","Fiji",215,2017-05-01,"Oceania"
"5148","Fiji",222,2017-06-05,"Oceania"
"5149","Fiji",220,2017-05-23,"Oceania"
"5150","Fiji",212,2017-04-17,"Oceania"
"5151","Fiji & other accommodations",221,2017-06-16,NA
"5152","Fiji & other accommodations",222,2017-06-19,NA
"5153","Fiji & other accommodations",223,2017-06-20,NA
"5154","Fiji & other accommodations",223,2017-06-21,NA
"5155","Fiji & other accommodations",224,2017-06-22,NA
"5156","Fiji & other accommodations",224,2017-06-23,NA
"5157","Fiji & other accommodations",225,2017-06-27,NA
"5158","Fiji & other accommodations",225,2017-06-29,NA
"5159","Fiji & other accommodations",225,2017-06-30,NA
"5160","Fiji & other accommodations",225,2017-07-05,NA
"5161","Fiji & other accommodations",225,2017-07-07,NA
"5162","Fiji & other accommodations",224,2017-07-12,NA
"5163","Fiji & other accommodations",223,2017-06-12,NA
"5164","Fiji & other accommodations",223,2017-06-13,NA
"5165","Fiji & other accommodations",223,2017-06-14,NA
"5166","Fiji & other accommodations",223,2017-06-15,NA
"5167","Fiji & other accommodations",227,2017-07-19,NA
"5168","Fiji & other accommodations",227,2017-07-20,NA
"5169","Fiji & other accommodations",227,2017-07-21,NA
"5170","Fiji & other accommodations",227,2017-07-17,NA
"5171","Fiji & other accommodations",225,2017-07-06,NA
"5172","Fiji & other accommodations",227,2017-07-18,NA
"5173","Fiji & other accommodations",224,2017-07-13,NA
"5174","Fiji & other accommodations",208,2017-07-15,NA
"5175","Finland",2804,2017-06-08,"Europe"
"5176","Finland",2670,2017-04-04,"Europe"
"5177","Finland",2716,2017-05-05,"Europe"
"5178","Finland",2742,2017-05-22,"Europe"
"5179","Finland",2664,2017-03-25,"Europe"
"5180","Finland",2678,2017-04-06,"Europe"
"5181","Finland",2721,2017-05-08,"Europe"
"5182","Finland",2663,2017-03-29,"Europe"
"5183","Finland",2740,2017-05-19,"Europe"
"5184","Finland",2710,2017-04-21,"Europe"
"5185","Finland",2675,2017-04-03,"Europe"
"5186","Finland",2696,2017-04-15,"Europe"
"5187","Finland",2690,2017-04-14,"Europe"
"5188","Finland",2771,2017-06-02,"Europe"
"5189","Finland",2734,2017-05-17,"Europe"
"5190","Finland",2718,2017-05-09,"Europe"
"5191","Finland",2748,2017-05-24,"Europe"
"5192","Finland",2659,2017-03-23,"Europe"
"5193","Finland",2711,2017-05-03,"Europe"
"5194","Finland",2712,2017-04-24,"Europe"
"5195","Finland",2763,2017-05-30,"Europe"
"5196","Finland",2717,2017-04-26,"Europe"
"5197","Finland",2733,2017-05-16,"Europe"
"5198","Finland",2752,2017-05-26,"Europe"
"5199","Finland",2804,2017-06-07,"Europe"
"5200","Finland",2804,2017-06-10,"Europe"
"5201","Finland",2717,2017-05-04,"Europe"
"5202","Finland",2742,2017-05-23,"Europe"
"5203","Finland",2804,2017-06-06,"Europe"
"5204","Finland",2717,2017-04-27,"Europe"
"5205","Finland",2665,2017-03-27,"Europe"
"5206","Finland",2711,2017-04-25,"Europe"
"5207","Finland",2733,2017-05-18,"Europe"
"5208","Finland",2681,2017-04-07,"Europe"
"5209","Finland",2705,2017-04-19,"Europe"
"5210","Finland",2727,2017-05-13,"Europe"
"5211","Finland",2697,2017-04-18,"Europe"
"5212","Finland",2666,2017-03-30,"Europe"
"5213","Finland",2804,2017-06-05,"Europe"
"5214","Finland",2771,2017-06-01,"Europe"
"5215","Finland",2675,2017-04-05,"Europe"
"5216","Finland",2724,2017-05-11,"Europe"
"5217","Finland",2670,2017-04-01,"Europe"
"5218","Finland",2666,2017-03-28,"Europe"
"5219","Finland",2661,2017-03-22,"Europe"
"5220","Finland",2769,2017-05-31,"Europe"
"5221","Finland",2668,2017-03-31,"Europe"
"5222","Finland",2660,2017-03-20,"Europe"
"5223","Finland",2686,2017-04-13,"Europe"
"5224","Finland",2720,2017-05-10,"Europe"
"5225","Finland",2804,2017-06-09,"Europe"
"5226","Finland",2710,2017-05-01,"Europe"
"5227","Finland",2713,2017-05-02,"Europe"
"5228","Finland",2698,2017-04-17,"Europe"
"5229","Finland",2731,2017-05-14,"Europe"
"5230","Finland",2733,2017-05-15,"Europe"
"5231","Finland",2664,2017-03-24,"Europe"
"5232","Finland",2687,2017-04-11,"Europe"
"5233","Finland",2690,2017-04-12,"Europe"
"5234","Finland",2685,2017-04-10,"Europe"
"5235","Finland",2717,2017-04-28,"Europe"
"5236","Finland",2703,2017-04-20,"Europe"
"5237","Finland",2726,2017-05-12,"Europe"
"5238","Finland",2757,2017-05-28,"Europe"
"5239","Finland",2660,2017-03-21,"Europe"
"5240","Finland",2745,2017-05-25,"Europe"
"5241","Finland & other accommodations",2848,2017-06-16,NA
"5242","Finland & other accommodations",2857,2017-06-19,NA
"5243","Finland & other accommodations",2857,2017-06-20,NA
"5244","Finland & other accommodations",2862,2017-06-21,NA
"5245","Finland & other accommodations",2865,2017-06-22,NA
"5246","Finland & other accommodations",2872,2017-06-23,NA
"5247","Finland & other accommodations",2875,2017-06-27,NA
"5248","Finland & other accommodations",2880,2017-06-29,NA
"5249","Finland & other accommodations",2877,2017-06-30,NA
"5250","Finland & other accommodations",4923,2017-07-05,NA
"5251","Finland & other accommodations",4932,2017-07-06,NA
"5252","Finland & other accommodations",4969,2017-07-07,NA
"5253","Finland & other accommodations",4976,2017-07-12,NA
"5254","Finland & other accommodations",2835,2017-06-12,NA
"5255","Finland & other accommodations",2831,2017-06-13,NA
"5256","Finland & other accommodations",2831,2017-06-14,NA
"5257","Finland & other accommodations",2838,2017-06-15,NA
"5258","Finland & other accommodations",5254,2017-07-19,NA
"5259","Finland & other accommodations",5533,2017-07-20,NA
"5260","Finland & other accommodations",5539,2017-07-21,NA
"5261","Finland & other accommodations",5138,2017-07-17,NA
"5262","Finland & other accommodations",5138,2017-07-18,NA
"5263","Finland & other accommodations",5000,2017-07-15,NA
"5264","Finland & other accommodations",4976,2017-07-13,NA
"5265","France",73352,2017-04-20,"Europe"
"5266","France",73486,2017-03-29,"Europe"
"5267","France",73041,2017-03-23,"Europe"
"5268","France",75420,2017-05-18,"Europe"
"5269","France",74603,2017-05-09,"Europe"
"5270","France",73451,2017-03-28,"Europe"
"5271","France",77377,2017-06-10,"Europe"
"5272","France",72560,2017-04-04,"Europe"
"5273","France",73041,2017-03-21,"Europe"
"5274","France",75520,2017-05-19,"Europe"
"5275","France",74292,2017-05-04,"Europe"
"5276","France",74182,2017-05-03,"Europe"
"5277","France",74390,2017-05-05,"Europe"
"5278","France",72539,2017-04-05,"Europe"
"5279","France",73769,2017-04-27,"Europe"
"5280","France",72330,2017-03-30,"Europe"
"5281","France",72399,2017-03-31,"Europe"
"5282","France",73024,2017-03-20,"Europe"
"5283","France",75120,2017-05-14,"Europe"
"5284","France",74146,2017-05-02,"Europe"
"5285","France",73224,2017-04-15,"Europe"
"5286","France",74060,2017-04-28,"Europe"
"5287","France",73521,2017-04-21,"Europe"
"5288","France",73331,2017-03-24,"Europe"
"5289","France",77377,2017-06-05,"Europe"
"5290","France",76883,2017-05-31,"Europe"
"5291","France",73286,2017-04-17,"Europe"
"5292","France",75783,2017-05-22,"Europe"
"5293","France",74129,2017-05-01,"Europe"
"5294","France",72447,2017-04-01,"Europe"
"5295","France",73295,2017-04-19,"Europe"
"5296","France",76686,2017-05-30,"Europe"
"5297","France",73036,2017-04-12,"Europe"
"5298","France",76509,2017-05-28,"Europe"
"5299","France",74979,2017-05-13,"Europe"
"5300","France",74598,2017-05-08,"Europe"
"5301","France",75425,2017-05-17,"Europe"
"5302","France",73778,2017-04-26,"Europe"
"5303","France",72494,2017-04-03,"Europe"
"5304","France",73427,2017-03-27,"Europe"
"5305","France",77377,2017-06-06,"Europe"
"5306","France",73110,2017-04-14,"Europe"
"5307","France",74873,2017-05-11,"Europe"
"5308","France",73595,2017-04-24,"Europe"
"5309","France",77377,2017-06-09,"Europe"
"5310","France",75783,2017-05-23,"Europe"
"5311","France",75298,2017-05-16,"Europe"
"5312","France",74867,2017-05-12,"Europe"
"5313","France",75979,2017-05-24,"Europe"
"5314","France",72800,2017-04-10,"Europe"
"5315","France",73033,2017-04-13,"Europe"
"5316","France",75177,2017-05-15,"Europe"
"5317","France",72717,2017-04-07,"Europe"
"5318","France",76216,2017-05-25,"Europe"
"5319","France",76800,2017-06-02,"Europe"
"5320","France",72684,2017-04-06,"Europe"
"5321","France",77377,2017-06-08,"Europe"
"5322","France",73277,2017-04-18,"Europe"
"5323","France",72923,2017-04-11,"Europe"
"5324","France",73335,2017-03-25,"Europe"
"5325","France",77377,2017-06-07,"Europe"
"5326","France",76800,2017-06-01,"Europe"
"5327","France",76327,2017-05-26,"Europe"
"5328","France",73586,2017-04-25,"Europe"
"5329","France",73061,2017-03-22,"Europe"
"5330","France",74655,2017-05-10,"Europe"
"5331","France & other accommodations",78434,2017-06-16,NA
"5332","France & other accommodations",78863,2017-06-19,NA
"5333","France & other accommodations",78953,2017-06-20,NA
"5334","France & other accommodations",79255,2017-06-21,NA
"5335","France & other accommodations",79903,2017-06-22,NA
"5336","France & other accommodations",80220,2017-06-23,NA
"5337","France & other accommodations",80714,2017-06-29,NA
"5338","France & other accommodations",80705,2017-06-30,NA
"5339","France & other accommodations",81318,2017-07-05,NA
"5340","France & other accommodations",81391,2017-07-06,NA
"5341","France & other accommodations",81723,2017-07-07,NA
"5342","France & other accommodations",77866,2017-06-12,NA
"5343","France & other accommodations",77926,2017-06-13,NA
"5344","France & other accommodations",77926,2017-06-14,NA
