"","Country","Hotels","Date"
"113","Vanuatu & other accommodations","156",2017-07-19
"114","Jordan & other accommodations","615",2017-07-19
"115","Indonesia & other accommodations","14435",2017-07-19
"116","Azerbaijan & other accommodations","988",2017-07-19
"117","Senegal & other accommodations","510",2017-07-19
"118","Poland & other accommodations","27876",2017-07-19
"119","Netherlands & other accommodations","11687",2017-07-19
"120","Latvia & other accommodations","2584",2017-07-19
"121","French Polynesia (Fr Polynesia) hotels & other accommodations","285",2017-07-19
"122","Angola & other accommodations","111",2017-07-19
"123","Suriname & other accommodations","112",2017-07-19
"124","New Caledonia & other accommodations","50",2017-07-19
"125","Madagascar & other accommodations","358",2017-07-19
"126","Kenya & other accommodations","2143",2017-07-19
"127","Estonia & other accommodations","3003",2017-07-19
"128","Venezuela & other accommodations","45",2017-07-19
"129","Papua New Guinea (Pap New Guinea) hotels & other accommodations","46",2017-07-19
"130","Lebanon & other accommodations","411",2017-07-19
"131","Cambodia & other accommodations","2499",2017-07-19
"132","Uganda & other accommodations","781",2017-07-19
"133","Russia (Russian Fed.) hotels & other accommodations","47741",2017-07-19
"134","Guatemala & other accommodations","791",2017-07-19
"135","Djibouti & other accommodations","13",2017-07-19
"136","Czech Republic (Czech Rep.) hotels & other accommodations","12116",2017-07-19
"137","Botswana & other accommodations","252",2017-07-19
"138","Serbia & other accommodations","4198",2017-07-19
"139","San Marino & other accommodations","35",2017-07-19
"140","Niue & other accommodations","7",2017-07-19
"141","Moldova & other accommodations","444",2017-07-19
"142","Micronesia & other accommodations","5",2017-07-19
"143","Laos & other accommodations","1022",2017-07-19
"144","Northern Mariana Islands (N Mariana Is) hotels & other accommodations","54",2017-07-19
"145","Myanmar & other accommodations","1294",2017-07-19
"146","Mozambique & other accommodations","258",2017-07-19
"147","Mongolia & other accommodations","198",2017-07-19
"148","Mauritania & other accommodations","51",2017-07-19
"149","Cameroon & other accommodations","276",2017-07-19
"150","Uruguay & other accommodations","2114",2017-07-19
"151","Tajikistan & other accommodations","91",2017-07-19
"152","Guinea & other accommodations","24",2017-07-19
"153","Bhutan & other accommodations","55",2017-07-19
"154","Algeria & other accommodations","104",2017-07-19
"155","Crimea & other accommodations","5864",2017-07-19
"156","Zambia & other accommodations","424",2017-07-19
"157","Swaziland & other accommodations","38",2017-07-19
"158","Georgia & other accommodations","9557",2017-07-19
"159","Gabon & other accommodations","51",2017-07-19
"160","Burundi & other accommodations","33",2017-07-19
"161","Belarus & other accommodations","2867",2017-07-19
"162","Togo & other accommodations","124",2017-07-19
"163","Slovakia & other accommodations","4277",2017-07-19
"164","Pakistan & other accommodations","305",2017-07-19
"165","Nepal & other accommodations","907",2017-07-19
"166","Kyrgyzstan & other accommodations","608",2017-07-19
"167","Kazakhstan & other accommodations","2293",2017-07-19
"168","Grenada & other accommodations","65",2017-07-19
"169","Chad & other accommodations","13",2017-07-19
"170","Burkina Faso & other accommodations","58",2017-07-19
"171","Bosnia and Herzegovina (Bosnia Herz) hotels & other accommodations","3441",2017-07-19
"172","Bolivia & other accommodations","633",2017-07-19
"173","Bangladesh & other accommodations","242",2017-07-19
"174","Kosovo & other accommodations","157",2017-07-19
"175","Uzbekistan & other accommodations","252",2017-07-19
"176","Reunion & other accommodations","447",2017-07-19
"177","Paraguay & other accommodations","255",2017-07-19
"178","Netherlands Antilles (N. Antilles) hotels & other accommodations","2",2017-07-19
"179","Mali & other accommodations","42",2017-07-19
"180","Malawi & other accommodations","134",2017-07-19
"181","Lithuania & other accommodations","3489",2017-07-19
"182","Lesotho & other accommodations","39",2017-07-19
"183","Hong Kong & other accommodations","739",2017-07-19
"184","Gibraltar & other accommodations","18",2017-07-19
"185","French Guiana & other accommodations","37",2017-07-19
"186","East Timor & other accommodations","37",2017-07-19
"187","Ivory Coast & other accommodations","371",2017-07-19
"188","Benin & other accommodations","141",2017-07-19
